Id,Title,Body,Category,Priority
381,Richiesta aggiornamento procedure interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
382,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,bassa
383,Analisi richieste cliente,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,media
384,Studio mercato di riferimento,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
385,Aggiornamento listino prodotti,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,alta
386,Analisi malfunzionamento applicativo,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,alta
387,Problema rete interna,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
388,Studio mercato di riferimento,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,bassa
389,Aggiornamento software gestionale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,alta
390,Analisi costi operativi,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,media
391,Pianificazione incontro vendita,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,media
392,Problema rete interna,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,alta
393,Pianificazione incontro vendita,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
394,Analisi costi operativi,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
395,Analisi richieste cliente,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
396,Problema rete interna,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,media
397,Verifica server principale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,bassa
398,Verifica documentazione amministrativa,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
399,Errore critico nel sistema di autenticazione,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,alta
400,documentazione errata,la documentazione per la bolla di carico è errata ricompilare,Amministrazione,media
401,pianificazione commerciale incompleta,dopo l'ultimo incontro non è stato possibile raggiungre una soluzione per il piano commerciale del prossimo semestre ripianificare una riunione il prima possibile,Commerciale,alta
